Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
YOW,YOWIE GROUP LTD,0.047,0,0,Sell,85,3.995,10272691,9.59183673,0.0052,,Consumer Non-Durables
GGX,GAS2GRID LIMITED,0.002,0,0,Sell,9025,18.05,10222755,,-0.0004,,Energy Minerals
AAJ,ARUMA RESOURCES LIMITED,0.07,7.69230769,0.005,Neutral,2857,199.99,10202497,,-0.0185,,Non-Energy Minerals
EMT,EMETALS LIMITED,0.014,16.66666667,0.002,Buy,17555914,245782.796,10200000,,-0.0036,,Non-Energy Minerals
LAW,LAWFINANCE LIMITED,0.16,0,0,Sell,3004,480.64,10188947,,-0.3766,,Finance
A1G,AFRICAN GOLD LTD.,0.085,0,0,Sell,11063,940.355,10149878,,-0.0258,,Non-Energy Minerals
TG1,TECHGEN METALS LTD,0.205,7.89473684,0.015,Buy,434405,89053.025,10108513,,-0.0576,,Non-Energy Minerals
BAS,BASS OIL LIMITED,0.044,4.76190476,0.002,Buy,1012032,44529.408,10106257,,,,Energy Minerals
BOA,BOADICEA RESOURCES LIMITED,0.13,0,0,Sell,167692,21799.96,10100986,,-0.0128,,Non-Energy Minerals
BOD,BOD AUSTRALIA LIMITED.,0.086,-9.47368421,-0.009,Strong Sell,192718,16573.748,10053272,,-0.051,,Consumer Non-Durables
NAE,NEW AGE EXPLORATION LIMITED,0.007,0,0,Neutral,500000,3500,10051293,,-0.0031,,Non-Energy Minerals
NC6,NANOLLOSE LIMITED,0.07,4.47761194,0.003,Sell,2852,199.64,10049830,,-0.0105,,Health Technology
RLG,ROOLIFE GROUP LTD,0.014,0,0,Buy,936265,13107.71,9831233,,,,Technology Services
HPP,HEALTH AND PLANT PROTEIN GROUP LIMITED,0.081,1.25,0.001,Sell,44185,3578.985,9825658,14.81481481,0.0054,169,Consumer Non-Durables
PYR,PAYRIGHT LIMITED,0.1,0,0,Strong Sell,44215,4421.5,9743431,,-0.1944,,Commercial Services
1AG,ALTERRA LIMITED,0.014,-6.66666667,-0.001,Sell,100000,1400,9737736,,-0.0053,,Process Industries
AX8,ACCELERATE RESOURCES LIMITED,0.038,5.55555556,0.002,Neutral,24000,912,9736520,,-0.016,,Non-Energy Minerals
VMM,VIRIDIS MINING AND MINERALS LIMITED,0.275,0,0,Neutral,15000,4125,9734420,,-0.0117,,Non-Energy Minerals
ACP,AUDALIA RESOURCES LIMITED,0.014,0,0,Buy,22,0.308,9689907,,-0.0012,,Non-Energy Minerals
TMB,TAMBOURAH METALS LTD,0.14,0,0,Sell,540862,75720.68,9682270,,,,Non-Energy Minerals
CXZ,CONNEXION TELEMATICS LTD,0.011,0,0,Buy,650000,7150,9655997,55,0.0002,,Commercial Services
GLA,GLADIATOR RESOURCES LIMITED,0.019,5.55555556,0.001,Buy,391955,7447.145,9615057,,-0.0016,,Non-Energy Minerals
IRX,INHALERX LIMITED,0.057,0,0,Sell,10000,570,9602616,,-0.0088,,Distribution Services
FIN,FIN RESOURCES LIMITED,0.017,0,0,Sell,157108,2670.836,9511157,,-0.0098,,Process Industries
JAV,JAVELIN MINERALS LIMITED,0.001,0,0,Sell,3499990,3499.99,9454154,,-0.0001,,Non-Energy Minerals
OSM,OSMOND RESOURCES LIMITED,0.19,0,0,Sell,182976,34765.44,9417670,,-0.0173,,Non-Energy Minerals
RAN,RANGE INTERNATIONAL LIMITED,0.01,11.11111111,0.001,Buy,252091,2520.91,9392903,,-0.0066,,Producer Manufacturing
PUA,PEAK MINERALS LIMITED,0.009,0,0,Strong Sell,450000,4050,9372336,,-0.0133,,Non-Energy Minerals
AER,AEERIS LTD,0.13,8.33333333,0.01,Buy,29999,3899.87,9305902,,-0.0029,,Commercial Services
NKL,NICKELX LIMITED,0.13,13.04347826,0.015,Buy,286846,37289.98,9283760,,-0.0605,,Non-Energy Minerals
SRI,SIPA RESOURCES LIMITED,0.045,7.14285714,0.003,Buy,469493,21127.185,9226116,,-0.013,,Non-Energy Minerals
AYM,AUSTRALIA UNITED MINING LIMITED,0.005,-16.66666667,-0.001,Sell,322000,1610,9212887,6.66666667,0.0009,,Non-Energy Minerals
GRL,GODOLPHIN RESOURCES LIMITED,0.089,0,0,Sell,50016,4451.424,9172633,,-0.0199,,Non-Energy Minerals
FG1,FLYNN GOLD LIMITED,0.099,3.125,0.003,Neutral,24689,2444.211,9127990,,,,Non-Energy Minerals
CPO,CULPEO MINERALS LIMITED,0.16,-3.03030303,-0.005,Sell,260184,41629.44,9106630,,-0.0332,,Non-Energy Minerals
NPM,NEWPEAK METALS LIMITED,0.001,0,0,Sell,92050,92.05,8866850,,-0.0004,,Non-Energy Minerals
DDD,3D RESOURCES LIMITED,0.002,0,0,Sell,250000,500,8863745,,-0.0002,,Non-Energy Minerals
KNB,KOONENBERRY GOLD LIMITED,0.074,-5.12820513,-0.004,Strong Sell,33749,2497.426,8861432,,,,Non-Energy Minerals
OAU,ORA GOLD LIMITED,0.009,0,0,Sell,65001,585.009,8858082,,-0.0024,9,Non-Energy Minerals
CT1,CONSTELLATION TECHNOLOGIES LIMITED,0.006,0,0,Buy,536527,3219.162,8827202,,-0.0014,,Health Technology
CI1,CREDIT INTELLIGENCE LTD,0.11,0,0,Buy,1225,134.75,8815073,12.35955056,0.0089,,Commercial Services
CSF,CATALANO SEAFOOD LTD,0.127,15.45454545,0.017,Sell,3255,413.385,8813640,,-0.0442,,Consumer Non-Durables
BPM,BPM MINERALS LIMITED,0.14,3.7037037,0.005,Sell,185485,25967.9,8804999,,-0.0272,,Non-Energy Minerals
BMM,BALKAN MINING AND MINERALS LIMITED,0.185,-2.63157895,-0.005,Strong Sell,13243,2449.955,8749500,,-0.052,,Non-Energy Minerals
SLZ,SULTAN RESOURCES LTD,0.105,0,0,Sell,36786,3862.53,8744861,,-0.0111,,Non-Energy Minerals
AKN,AUKING MINING LIMITED,0.087,3.57142857,0.003,Sell,105313,9162.231,8744711,,-0.0252,,Non-Energy Minerals
OAR,OAR RESOURCES LIMITED,0.004,0,0,Strong Sell,300000,1200,8724153,,-0.0013,,Non-Energy Minerals
FRS,FORRESTANIA RESOURCES LIMITED,0.15,-6.25,-0.01,Strong Sell,77153,11572.95,8670000,,,,Non-Energy Minerals
BIR,BIR FINANCIAL LIMITED,0.045,4.65116279,0.002,Strong Buy,6690403,301068.135,8661756,,-0.0319,,Finance
AIV,ACTIVEX LIMITED,0.04,0,0,Neutral,28814,1152.56,8648103,,-0.0081,,Non-Energy Minerals
WA1,WA1 RESOURCES LTD,0.165,0,0,Buy,20000,3300,8629500,,,,Non-Energy Minerals
AUR,AURIS MINERALS LIMITED,0.018,-5.26315789,-0.001,Sell,199699,3594.582,8579267,,-0.0033,,Non-Energy Minerals
VAR,VARISCAN MINES LIMITED,0.032,0,0,Sell,954412,30541.184,8535425,,-0.0035,,Non-Energy Minerals
BMO,BASTION MINERALS LIMITED,0.115,15,0.015,Sell,10000,1150,8487808,,-0.0374,,Non-Energy Minerals
M2R,MIRAMAR RESOURCES LIMITED,0.11,-8.33333333,-0.01,Sell,145685,16025.35,8481809,,-0.0179,,Non-Energy Minerals
AVW,AVIRA RESOURCES LTD,0.004,0,0,Sell,83250,333,8475161,,-0.0004,,Non-Energy Minerals
BLZ,BLAZE MINERALS LIMITED,0.023,-11.53846154,-0.003,Sell,353463,8129.649,8452690,,-0.0079,,Non-Energy Minerals
RFR,RAFAELLA RESOURCES LTD.,0.03,0,0,Buy,50000,1500,8424715,,-0.0104,,Non-Energy Minerals
ZMI,ZINC OF IRELAND NL,0.04,2.56410256,0.001,Neutral,160000,6400,8401771,,-0.0041,,Non-Energy Minerals
BYH,BRYAH RESOURCES LIMITED,0.029,-3.33333333,-0.001,Sell,337644,9791.676,8377604,,-0.0033,,Non-Energy Minerals
RLC,REEDY LAGOON CORPORATION LIMITED,0.016,6.66666667,0.001,Buy,334445,5351.12,8361404,,-0.0027,,Process Industries
GMN,GOLD MOUNTAIN LIMITED,0.007,0,0,Buy,180762,1265.334,8352044,,-0.0085,,Non-Energy Minerals
MDI,MIDDLE ISLAND RESOURCES LIMITED,0.07,2.94117647,0.002,Sell,61642,4314.94,8324439,,-0.0287,,Non-Energy Minerals
BXN,BIOXYNE LIMITED,0.014,7.69230769,0.001,Sell,217342,3042.788,8321891,,-0.0004,,Commercial Services
AWJ,AURIC MINING LIMITED,0.082,-3.52941176,-0.003,Sell,10000,820,8313111,,-0.0116,,Non-Energy Minerals
ERL,EMPIRE RESOURCES LIMITED,0.007,-12.5,-0.001,Sell,1533887,10737.209,8308578,,-0.005,,Non-Energy Minerals
HVM,HAPPY VALLEY NUTRITION LIMITED,0.039,-18.75,-0.009,Strong Sell,92000,3588,8288652,,-0.0253,,Consumer Non-Durables
SKN,SKIN ELEMENTS LIMITED,0.019,0,0,Sell,395184,7508.496,8231318,,-0.004,,Consumer Non-Durables
OOK,OOKAMI LIMITED,0.185,2.77777778,0.005,Buy,38144,7056.64,8180400,,-0.1357,,Non-Energy Minerals
MKL,MIGHTY KINGDOM LIMITED,0.039,-2.5,-0.001,Strong Sell,137900,5378.1,8178182,,-0.0657,,Technology Services
OLL,OPENLEARNING LIMITED,0.037,-2.63157895,-0.001,Sell,200000,7400,8146607,,-0.0365,,Technology Services
AMD,ARROW MINERALS LTD,0.004,0,0,Neutral,1494000,5976,8135061,,-0.002,,Non-Energy Minerals
CZL,CONSOLIDATED ZINC LIMITED,0.023,9.52380952,0.002,Buy,1973335,45386.705,8134514,,-0.0086,,Non-Energy Minerals
E79,E79 GOLD MINES LIMITED,0.125,8.69565217,0.01,Buy,1080,135,8134350,,,,Non-Energy Minerals
SW1,SWIFT NETWORKS GROUP LIMITED,0.014,-22.22222222,-0.004,Strong Sell,4675336,65454.704,8122071,,,,Consumer Services
AOA,AUSMON RESOURCES LIMITED,0.009,0,0,Buy,1210753,10896.777,8109803,,-0.0002,,Non-Energy Minerals
PFE,PANTERA MINERALS LIMITED,0.12,0,0,Sell,3745,449.4,8100000,,,,Non-Energy Minerals
SUH,SOUTHERN HEMISPHERE MINING LIMITED,0.024,9.09090909,0.002,Buy,331084,7946.016,8095845,,-0.0084,,Non-Energy Minerals
WC1,WEST COBAR METALS LIMITED,0.195,39.28571429,0.055,Strong Buy,2308873,450230.235,8092500,,,,Non-Energy Minerals
WGR,WESTERN GOLD RESOURCES LIMITED.,0.099,1.02040816,0.001,Sell,5966,590.634,8056125,,-0.0435,,Non-Energy Minerals
SIV,SIV CAPITAL LIMITED,0.2,-2.43902439,-0.005,Sell,10182,2036.4,8049922,,-0.0011,,Finance
CR1,CONSTELLATION RESOURCES LIMITED,0.16,0,0,Sell,64257,10281.12,7984868,,-0.0397,,Non-Energy Minerals
TSC,TWENTY SEVEN CO. LIMITED,0.002,-33.33333333,-0.001,Strong Sell,63243,126.486,7982442,,-0.0004,,Non-Energy Minerals
AAP,AUSTRALIAN AGRICULTURAL PROJECTS LIMITED,0.026,0,0,Buy,88590,2303.34,7932586,11.81818182,0.0027,,Consumer Non-Durables
EPN,EPSILON HEALTHCARE LIMITED,0.026,-21.21212121,-0.007,Strong Sell,3224513,83837.338,7931683,,-0.0615,,Process Industries
PVL,POWERHOUSE VENTURES LIMITED,0.065,-4.41176471,-0.003,Strong Sell,75447,4904.055,7847667,,,,Finance
WFL,WELLFULLY LIMITED,0.026,-7.14285714,-0.002,Strong Sell,1232951,32056.726,7803522,,-0.0338,,Health Technology
OLY,OLYMPIO METALS LIMITED,0.13,-10.34482759,-0.015,Sell,127536,16579.68,7782924,,-0.2031,,Technology Services
ERW,ERRAWARRA RESOURCES LTD,0.17,-2.85714286,-0.005,Strong Sell,20489,3483.13,7733850,,-0.0485,,Non-Energy Minerals
EMP,EMPEROR ENERGY LIMITED,0.032,-3.03030303,-0.001,Neutral,543312,17385.984,7715400,,-0.0046,,Energy Minerals
HXG,HEXAGON ENERGY MATERIALS LIMITED,0.016,6.66666667,0.001,Sell,568641,9098.256,7693738,,-0.0336,,Non-Energy Minerals
GNM,GREAT NORTHERN MINERALS LIMITED,0.004,0,0,Sell,840530,3362.12,7690729,,-0.0024,,Non-Energy Minerals
NCR,NUCOAL RESOURCES LIMITED,0.01,0,0,Sell,100964,1009.64,7686123,,-0.0006,,Energy Minerals
NRX,NORONEX LIMITED,0.039,-2.5,-0.001,Sell,1802603,70301.517,7676120,,-0.022,,Energy Minerals
DLT,DELTA DRONE INTERNATIONAL LIMITED,0.015,15.38461538,0.002,Buy,200000,3000,7674074,,-0.0058,,Technology Services
DTI,DTI GROUP LTD,0.017,0,0,Neutral,250000,4250,7590151,85,0.0002,,Electronic Technology
PRX,PRODIGY GOLD NL,0.015,15.38461538,0.002,Neutral,229661,3444.915,7574159,,-0.0131,,Non-Energy Minerals
MSG,MCS SERVICES LIMITED,0.037,-7.5,-0.003,Strong Sell,766582,28363.534,7558982,5.55555556,0.0079,,Non-Energy Minerals
HIQ,HITIQ LIMITED,0.05,-12.28070175,-0.007,Strong Sell,224266,11213.3,7547884,,-0.0525,,Consumer Durables
FFF,FORBIDDEN FOODS LIMITED,0.099,4.21052632,0.004,Sell,16542,1637.658,7471493,,-0.0387,,Consumer Non-Durables
DDT,DATADOT TECHNOLOGY LIMITED,0.006,20,0.001,Sell,130000,780,7463217,0.96153846,0.0052,,Electronic Technology
HT8,HARRIS TECHNOLOGY GROUP LIMITED,0.025,0,0,Sell,40,1,7457387,,-0.0049,,Distribution Services
FRM,FARM PRIDE FOODS LIMITED,0.115,-14.81481481,-0.02,Strong Sell,207693,23884.695,7449324,,-0.3585,,Consumer Non-Durables
GCX,GCX METALS LIMITED,0.039,-2.5,-0.001,Strong Sell,312132,12173.148,7431147,,,,Non-Energy Minerals
TD1,TALI DIGITAL LIMITED,0.005,-16.66666667,-0.001,Strong Sell,4536829,22684.145,7395783,,-0.0058,,Technology Services
AFW,APPLYFLOW LIMITED,0.002,0,0,Sell,500000,1000,7394020,,-0.0011,,Technology Services
BUR,BURLEY MINERALS LTD,0.12,0,0,Buy,28724,3446.88,7320000,,,,Non-Energy Minerals
KFE,KOGI IRON LIMITED,0.005,25,0.001,Buy,3537913,17689.565,7283600,,-0.0033,,Non-Energy Minerals
SAU,SOUTHERN GOLD LIMITED,0.035,2.94117647,0.001,Neutral,418486,14647.01,7253178,5.96491228,0.0057,,Non-Energy Minerals
CRB,CARBINE RESOURCES LIMITED,0.015,0,0,Sell,824836,12372.54,7196579,,-0.0056,4,Non-Energy Minerals
VKA,VIKING MINES LIMITED,0.008,14.28571429,0.001,Buy,4559881,36479.048,7176809,,-0.0036,,Non-Energy Minerals
TML,TIMAH RESOURCES LIMITED,0.078,0,0,Buy,51000,3978,7152154,,-0.0018,,Utilities
AYT,AUSTIN METALS LIMITED,0.008,14.28571429,0.001,Sell,562625,4501,7111123,,-0.001,,Non-Energy Minerals
VIP,VIP GLOVES LTD,0.009,0,0,Sell,2937914,26441.226,7081033,,-0.0088,,Producer Manufacturing
AN1,ANAGENICS LIMITED,0.032,0,0,Sell,368,11.776,7072682,,-0.0174,,Consumer Non-Durables
M2M,MT MALCOLM MINES NL,0.083,-2.35294118,-0.002,Sell,73178,6073.774,7042716,,-0.0191,,Non-Energy Minerals
CML,CHASE MINING CORPORATION LIMITED,0.016,6.66666667,0.001,Strong Buy,1074734,17195.744,7021991,,-0.0072,,Non-Energy Minerals
CDR,CODRUS MINERALS LIMITED,0.085,-8.60215054,-0.008,Neutral,37000,3145,6975000,,-0.1068,,Non-Energy Minerals
VMG,VDM GROUP LIMITED,0.001,0,0,Sell,4976,4.976,6927661,,-0.0001,,Industrial Services
IGN,IGNITE LIMITED,0.083,7.79220779,0.006,Sell,2778,230.574,6897828,,-0.0032,87,Commercial Services
DEX,DUKE EXPLORATION LIMITED,0.061,-6.15384615,-0.004,Sell,139265,8495.165,6852275,,-0.014,,Non-Energy Minerals
TMX,TERRAIN MINERALS LIMITED,0.009,0,0,Buy,426116,3835.044,6846849,,-0.0008,,Non-Energy Minerals
A3D,AURORA LABS LIMITED,0.039,5.40540541,0.002,Sell,88932,3468.348,6813849,,-0.0185,18,Producer Manufacturing
G88,GOLDEN MILE RESOURCES LTD,0.035,6.06060606,0.002,Buy,306511,10727.885,6723176,,-0.0087,,Non-Energy Minerals
ENX,ENEGEX LIMITED,0.04,8.10810811,0.003,Buy,37500,1500,6683618,,-0.0041,,Non-Energy Minerals
ALM,ALMA METALS LIMITED,0.009,0,0,Sell,28384,255.456,6655250,,-0.0249,,Non-Energy Minerals
PHL,PROPELL HOLDINGS LIMITED,0.049,-2,-0.001,Sell,173040,8478.96,6619580,,-0.0446,,Technology Services
AGC,AUSTRALIAN GOLD AND COPPER LTD,0.066,0,0,Strong Sell,16994,1121.604,6600000,,-0.0079,,Non-Energy Minerals
GSM,GOLDEN STATE MINING LIMITED,0.056,0,0,Sell,195123,10926.888,6552796,,-0.0334,,Non-Energy Minerals
ENT,ENTERPRISE METALS LIMITED,0.009,-10,-0.001,Strong Sell,417813,3760.317,6529807,,-0.0027,,Non-Energy Minerals
MGG,MOGUL GAMES GROUP LTD,0.002,0,0,Sell,6464669,12929.338,6526883,,-0.0017,,Non-Energy Minerals
FAU,FIRST AU LIMITED,0.007,0,0,Sell,6535983,45751.881,6519877,,-0.0059,,Non-Energy Minerals
JXT,JAXSTA LTD,0.019,0,0,Sell,60000,1140,6508985,,-0.0186,,Electronic Technology
AQX,ALICE QUEEN LIMITED,0.003,0,0,Sell,666684,2000.052,6461084,,-0.0058,,Non-Energy Minerals
XST,XSTATE RESOURCES LIMITED,0.002,0,0,Sell,2481,4.962,6430364,,-0.0018,,Energy Minerals
RIE,RIEDEL RESOURCES LIMITED,0.005,-16.66666667,-0.001,Strong Sell,350000,1750,6430242,,-0.0008,,Non-Energy Minerals
RXH,REWARDLE HOLDINGS LIMITED,0.011,-8.33333333,-0.001,Buy,86200,948.2,6315858,,-0.001,,Technology Services
HAR,HARANGA RESOURCES LIMITED.,0.175,0,0,Buy,110,19.25,6230000,,,,Non-Energy Minerals
ATU,ATRUM COAL LIMITED,0.009,0,0,Buy,553,4.977,6222314,,-0.0178,,Energy Minerals
CGB,CANN GLOBAL LIMITED,0.023,-4.16666667,-0.001,Strong Sell,22000,506,6212966,,-0.0424,,Non-Energy Minerals
POL,POLYMETALS RESOURCES LTD,0.155,3.33333333,0.005,Strong Buy,89735,13908.925,6208770,,,,Non-Energy Minerals
SFM,SANTA FE MINERALS LTD,0.085,4.9382716,0.004,Sell,235,19.975,6189597,11.91176471,0.0068,,Non-Energy Minerals
GLV,GLOBAL OIL & GAS LIMITED,0.003,0,0,Sell,250000,750,6182564,,-0.003,,Energy Minerals
PKO,PEAKO LIMITED,0.021,5,0.001,Buy,2382326,50028.846,6169082,,-0.0035,,Non-Energy Minerals
MTM,MT MONGER RESOURCES LIMITED,0.14,7.69230769,0.01,Neutral,26916,3768.24,6146890,,-0.0358,,Non-Energy Minerals
RBX,RESOURCE BASE LIMITED.,0.12,9.09090909,0.01,Sell,100931,12111.72,6137027,,-0.0075,,Non-Energy Minerals
MPR,MPOWER GROUP LIMITED,0.022,0,0,Sell,7950,174.9,6113139,,-0.0177,,Distribution Services
M24,MAMBA EXPLORATION LIMITED,0.1,0,0,Sell,25000,2500,6098334,,-0.0216,,Non-Energy Minerals
CLT,CELLNET GROUP LIMITED,0.03,20,0.005,Buy,44614,1338.42,6089866,,-0.0094,,Distribution Services
TRM,TRUSCOTT MINING CORPORATION LIMITED,0.04,11.11111111,0.004,Neutral,10000,400,6077662,,-0.0016,,Non-Energy Minerals
PRM,PROMINENCE ENERGY LIMITED,0.002,0,0,Sell,4265000,8530,6061521,,-0.0001,,Energy Minerals
IEC,INTRA ENERGY CORPORATION LIMITED,0.01,11.11111111,0.001,Sell,1049230,10492.3,6057815,,-0.01,,Non-Energy Minerals
EMU,EMU NL,0.008,-27.27272727,-0.003,Strong Sell,3602785,28822.28,6047960,,-0.0137,,Non-Energy Minerals
WMG,WESTERN MINES GROUP LTD,0.135,0,0,Sell,160573,21677.355,6027750,,,,Non-Energy Minerals
SIS,SIMBLE SOLUTIONS LIMITED,0.015,7.14285714,0.001,Buy,1558527,23377.905,5982660,,-0.0057,,Technology Services
RDS,REDSTONE RESOURCES LIMITED,0.008,0,0,Sell,500000,4000,5894659,,-0.0004,,Non-Energy Minerals
CXU,CAULDRON ENERGY LIMITED,0.01,-9.09090909,-0.001,Sell,125281,1252.81,5889524,,-0.003,,Non-Energy Minerals
ENV,ENOVA MINING LIMITED,0.016,-11.11111111,-0.002,Sell,200000,3200,5875441,,-0.0005,,Non-Energy Minerals
UUL,ULTIMA UNITED LIMITED,0.072,-10,-0.008,Sell,665009,47880.648,5864602,,-0.0072,,Non-Energy Minerals
RD1,REGISTRY DIRECT LIMITED,0.014,-17.64705882,-0.003,Strong Sell,1809865,25338.11,5852622,,-0.0027,,Technology Services
AL8,ALDERAN RESOURCES LIMITED,0.011,0,0,Neutral,520000,5720,5847226,,-0.0046,7,Non-Energy Minerals
W2V,WAY 2 VAT LTD.,0.042,-2.3255814,-0.001,Sell,378357,15890.994,5844080,,-0.056,,Technology Services
SCT,SCOUT SECURITY LIMITED,0.038,0,0,Sell,50000,1900,5828997,,-0.0247,,Commercial Services
MOH,MOHO RESOURCES LIMITED,0.034,-2.85714286,-0.001,Neutral,100000,3400,5814542,,-0.0148,,Health Services
HMI,HIREMII LIMITED,0.05,0,0,Buy,880000,44000,5732935,,-0.037,,Commercial Services
CUL,CULLEN RESOURCES LIMITED,0.014,0,0,Sell,473014,6622.196,5696024,,-0.0038,1,Non-Energy Minerals
SER,STRATEGIC ENERGY RESOURCES LIMITED,0.02,5.26315789,0.001,Neutral,13961,279.22,5694874,,-0.0033,,Producer Manufacturing
KGD,KULA GOLD LIMITED,0.02,-4.76190476,-0.001,Strong Sell,421045,8420.9,5648360,,-0.0088,,Non-Energy Minerals
DMG,DRAGON MOUNTAIN GOLD LIMITED,0.015,7.14285714,0.001,Sell,24491,367.365,5511403,,-0.003,,Non-Energy Minerals
ZMM,ZIMI LIMITED,0.067,-4.28571429,-0.003,Sell,125662,8419.354,5478609,,-0.0902,,Electronic Technology
NOR,NORWOOD SYSTEMS LIMITED,0.016,0,0,Strong Buy,34375,550,5440765,,-0.0048,,Technology Services
BDG,BLACK DRAGON GOLD CORP.,0.04,-16.66666667,-0.008,Strong Sell,199634,7985.36,5425566,,-0.0126,0,Non-Energy Minerals
DAL,DALAROO METALS LTD,0.1,0,0,Sell,10000,1000,5400000,,,,Non-Energy Minerals
RNX,RENEGADE EXPLORATION LIMITED,0.006,-14.28571429,-0.001,Strong Sell,220000,1320,5337760,4.11764706,0.0017,,Non-Energy Minerals
AVM,ADVANCE METALS LIMITED,0.01,-9.09090909,-0.001,Sell,397916,3979.16,5256651,,-0.0036,,Distribution Services
TTB,TOTAL BRAIN LIMITED,0.039,-2.5,-0.001,Strong Sell,993651,38752.389,5215124,,-0.0592,,Health Services
POW,PROTEAN ENERGY LIMITED,0.008,0,0,Buy,444227,3553.816,5204904,,-0.001,,Non-Energy Minerals
CRS,CAPRICE RESOURCES LTD,0.062,-1.58730159,-0.001,Sell,84000,5208,5180079,,-0.0182,,Non-Energy Minerals
FIJ,FIJI KAVA LIMITED,0.026,8.33333333,0.002,Sell,210635,5476.51,5159447,,-0.031,,Health Technology
DVL,DORSAVI LTD,0.011,-8.33333333,-0.001,Strong Sell,424800,4672.8,5114345,,-0.0043,28,Electronic Technology
EVE,EVE HEALTH GROUP LIMITED.,0.001,0,0,Sell,2000000,2000,5050483,,-0.0012,,Finance
LKY,LOCKSLEY RESOURCES LIMITED,0.09,0,0,Sell,519,46.71,5040000,,-0.0398,,Non-Energy Minerals
IVT,INVENTIS LIMITED,0.08,0,0,Sell,40000,3200,5021057,18.18181818,0.0044,,Producer Manufacturing
REC,RECHARGE METALS LIMITED,0.195,0,0,Sell,5400,1053,5000000,,,,Non-Energy Minerals
M3M,M3 MINING LIMITED,0.135,0,0,Buy,7000,945,4984876,,-0.038,,Non-Energy Minerals
MEB,MEDIBIO LIMITED,0.001,0,0,Sell,6755995,6755.995,4980891,,-0.0062,,Technology Services
RCR,RINCON RESOURCES LIMITED,0.095,-1.04166667,-0.001,Sell,92417,8779.615,4928329,,-0.0205,,Non-Energy Minerals
CBY,CANTERBURY RESOURCES LIMITED,0.04,-9.09090909,-0.004,Sell,107333,4293.32,4927941,,-0.008,,Industrial Services
RC1,REDCASTLE RESOURCES LIMITED,0.014,-6.66666667,-0.001,Sell,600000,8400,4924260,,-0.0054,,Technology Services
ERG,ENECO REFRESH LTD,0.018,0,0,Sell,416761,7501.698,4902450,,-0.0022,,Consumer Non-Durables
GO2,THE GO2 PEOPLE LTD,0.013,8.33333333,0.001,Sell,202920,2637.96,4879659,,-0.022,,Commercial Services
SRH,SAFEROADS HOLDINGS LIMITED,0.13,0,0,Sell,150000,19500,4870031,76.47058824,0.0017,,Distribution Services
TKL,TRAKA RESOURCES LIMITED,0.007,0,0,Neutral,2950200,20651.4,4821422,,-0.0043,,Non-Energy Minerals
MTB,MOUNT BURGESS MINING NL,0.005,-16.66666667,-0.001,Strong Sell,1300750,6503.75,4725441,,-0.0005,,Non-Energy Minerals
ALT,ANALYTICA LIMITED,0.001,0,0,Sell,2020000,2020,4613801,,-0.0006,,Health Technology
T3D,333D LIMITED,0.001,0,0,Sell,3767,3.767,4566445,,-0.0005,,Producer Manufacturing
NZS,NEW ZEALAND COASTAL SEAFOODS LIMITED,0.004,0,0,Sell,270000,1080,4508020,,-0.0051,,Non-Energy Minerals
RBR,RBR GROUP LIMITED,0.003,0,0,Sell,70000,210,4506671,3.33333333,0.0009,,Commercial Services
MMC,MITRE MINING CORPORATION LIMITED,0.13,2.36220472,0.003,Buy,31334,4073.42,4446000,,-0.0284,,Non-Energy Minerals
ICR,INTELICARE HOLDINGS LIMITED,0.036,0,0,Sell,100682,3624.552,4398077,,-0.0606,,Electronic Technology
OZZ,OZZ RESOURCES LIMITED,0.083,-2.35294118,-0.002,Sell,5161,428.363,4282890,,-0.1076,,Non-Energy Minerals
SP3,SPECTUR LIMITED,0.04,0,0,Sell,232000,9280,4252211,,-0.018,,Electronic Technology
AUK,AUMAKE LIMITED.,0.005,0,0,Sell,56820,284.1,4242958,,-0.009,,Retail Trade
ANR,ANATARA LIFESCIENCES LTD,0.059,-3.27868852,-0.002,Strong Sell,35000,2065,4209981,,-0.0356,,Health Technology
ICE,ICETANA LIMITED,0.024,0,0,Sell,206678,4960.272,4098962,,-0.02,,Technology Services
DBO,DIABLO RESOURCES LIMITED,0.055,0,0,Neutral,27566,1516.13,4097500,,-0.0108,,Non-Energy Minerals
CL8,CARLY HOLDINGS LIMITED,0.035,-2.77777778,-0.001,Buy,275238,9633.33,4071269,,-0.0369,,Technology Services
JPR,JUPITER ENERGY LIMITED,0.028,7.69230769,0.002,Buy,9322,261.016,3987820,,-0.084,31,Energy Minerals
TTA,TTA HOLDINGS LIMITED,0.029,0,0,Sell,35243,1022.047,3985279,,-0.013,,Distribution Services
DC2,DC TWO LIMITED,0.045,-15.09433962,-0.008,Strong Sell,118088,5313.96,3983833,,-0.0626,,Technology Services
KEY,KEY PETROLEUM LIMITED,0.002,0,0,Sell,69600,139.2,3935856,,-0.0001,,Energy Minerals
WOO,WOOBOARD TECHNOLOGIES LIMITED,0.001,0,0,Sell,9952941,9952.941,3822163,,-0.0009,,Technology Services
VOL,VICTORY OFFICES LIMITED,0.024,-7.69230769,-0.002,Sell,87500,2100,3788353,,-0.3174,,Finance
